Journal,Link,Since
Journal of Sports Medicine,https://www.hindawi.com/journals/jsm/,2025-06-20 17:37:18
Journal of Stomatology & Dental Research,https://oaskpublishers.com/journal-of-stomatology-dental-research-jsdr-home,2025-06-20 17:37:18
Journal of Studies in Social Sciences and Humanities (JSSSH),http://www.jssshonline.com/,2025-06-20 17:37:18
Journal of Surface Engineered Materials and Advanced Technology,https://www.scirp.org/journal/jsemat,2025-06-20 17:37:18
Journal of Surgery & Patient Care (Surgery Open Access),http://surgeryopenaccess.com/,2025-06-20 17:37:18
Journal of Sustainable Bioenergy Systems,https://www.scirp.org/journal/jsbs,2025-06-20 17:37:18
Journal of Talent Development and Excellence (JTDE) (hijacker of a legitimate journal),http://www.iratde.com/,2025-06-20 17:37:18
Journal of Telecommunications,http://www.journaloftelecommunications.co.uk/home,2025-06-20 17:37:18
Journal of Textile Science and Technology,https://www.scirp.org/journal/jtst,2025-06-20 17:37:18
Journal of The International Association of Advanced Technology and Science (JIAATS),http://www.jiaats.com/index.php,2025-06-20 17:37:18
Journal of the Pancreas (JOP),http://www.joplink.net/,2025-06-20 17:37:18
Journal of the Renin-Angiotensin-Aldosterone System,https://www.hindawi.com/journals/jraas/,2025-06-20 17:37:18
Journal of Theoretical and Applied Electronic Commerce Research,https://www.mdpi.com/journal/jtaer,2025-06-20 17:37:18
Journal of Theoretical and Applied Information Technology (JATIT),http://www.jatit.org/index.php,2025-06-20 17:37:18
Journal of Theoretical Social Psychology,https://www.hindawi.com/journals/jtsp/,2025-06-20 17:37:18
Journal of Thyroid Research,https://www.hindawi.com/journals/jtr/,2025-06-20 17:37:18
Journal of Tissue Engineering and Regenerative Medicine,https://www.hindawi.com/journals/jterm/,2025-06-20 17:37:18
Journal of Toxicology,https://www.hindawi.com/journals/jt/,2025-06-20 17:37:18
Journal of Transplantation,https://www.hindawi.com/journals/jtrans/,2025-06-20 17:37:18
Journal of Transportation Technologies,https://www.scirp.org/journal/jtts,2025-06-20 17:37:18
Journal of Trends in the Development of Machinery and Associated Technology (TMT proceedings),http://www.tmt.unze.ba/proceedings2014.php,2025-06-20 17:37:18
Journal of Tropical Medicine,https://www.hindawi.com/journals/jtm/,2025-06-20 17:37:18
Journal of Tuberculosis Research,https://www.scirp.org/journal/jtr,2025-06-20 17:37:18
Journal of University of Shanghai for Science and Technology (JUSST) (hijacker of the legitimate journal),https://jusst.org/,2025-06-20 17:37:18
Journal of Vascular Diseases,https://www.mdpi.com/journal/jvd,2025-06-20 17:37:18
Journal of Water Resource and Protection,https://www.scirp.org/Journal/jwarp,2025-06-20 17:37:18
Journal of Xenobiotics,https://www.mdpi.com/journal/jox,2025-06-20 17:37:18
Journal of Xi’an Shiyou University (hijacker of a legitimate journal),https://www.xisdxjxsu.asia/,2025-06-20 17:37:18
Journal of Xi’an University of Architecture & Technology (hijacker of a legitimate journal),http://www.xajzkjdx.cn/,2025-06-20 17:37:18
Journal of Xidian University (hijacker of a legitimate journal),http://xadzkjdx.cn/,2025-06-20 17:37:18
Journal of Zoological and Botanical Gardens,https://www.mdpi.com/journal/jzbg,2025-06-20 17:37:18
Journal of Zoological Systematics and Evolutionary Research,https://www.hindawi.com/journals/jzs/,2025-06-20 17:37:18
Journalism and Media,https://www.mdpi.com/journal/journalmedia,2025-06-20 17:37:18
Jundishapur Journal of Health Sciences (JJHS),http://jjhsci.com/,2025-06-20 17:37:18
Junior Scientific Researcher,http://www.jsrpublishing.com/,2025-06-20 17:37:18
Jurnal Teknologi Informasi Dan Komunikasi Dalam Pendidikan (published by Universitas Negeri Medan),http://jurnal.unimed.ac.id/2012/index.php/teknologi,2025-06-20 17:37:18
Jurnal Teknologi Pendidikan (published by Universitas Negeri Medan),http://jurnal.unimed.ac.id/2012/index.php/jtp,2025-06-20 17:37:18
Jurnalul de Chirurgie,http://jurnaluldechirurgie.ro/,2025-06-20 17:37:18
Justitia Liber,https://www.cognitionis.inf.br/index.php/justitialiber,2025-06-20 17:37:18
Kashmir Economic Review,http://ker.ajku.edu.pk/,2025-06-20 17:37:18
Kidney and Dialysis,https://www.mdpi.com/journal/kidneydial,2025-06-20 17:37:18
Kinases and Phosphatases,https://www.mdpi.com/journal/kinasesphosphatases,2025-06-20 17:37:18
Knowledge,https://www.mdpi.com/journal/knowledge,2025-06-20 17:37:18
Land,https://www.mdpi.com/journal/land,2025-06-20 17:37:18
LangLit,http://www.langlit.org/,2025-06-20 17:37:18
Languages,https://www.mdpi.com/journal/languages,2025-06-20 17:37:18
Laser and Particle Beams,https://www.hindawi.com/journals/lpb/,2025-06-20 17:37:18
Latin American Journal of Development,https://ojs.latinamericanpublicacoes.com.br/ojs/index.php/jdev,2025-06-20 17:37:18
Laws,https://www.mdpi.com/journal/laws,2025-06-20 17:37:18
Lecture Notes on Software Engineering (LNSE),http://www.lnse.org/,2025-06-20 17:37:18
Legal Research Development (LRD),http://lrdjournal.com/,2025-06-20 17:37:18
Letters in Applied NanoBioScience,http://nanobioletters.com/,2025-06-20 17:37:18
LiBRI: Linguistic and Literary Broad Research and Innovation,http://www.edusoft.ro/brain/index.php/libri,2025-06-20 17:37:18
Libro Legis,https://www.sapientiae.com.br/index.php/librolegis,2025-06-20 17:37:18
Life,https://www.mdpi.com/journal/life,2025-06-20 17:37:18
"Lingua: International Journal of Linguistics, Literature and Culture (Lingua- IJLLC)",http://ijllc.eu/,2025-06-20 17:37:18
Liquids,https://www.mdpi.com/journal/liquids,2025-06-20 17:37:18
Literature,https://www.mdpi.com/journal/literature,2025-06-20 17:37:18
Livers,https://www.mdpi.com/journal/livers,2025-06-20 17:37:18
Logics,https://www.mdpi.com/journal/logics,2025-06-20 17:37:18
Logistics,https://www.mdpi.com/journal/logistics,2025-06-20 17:37:18
Lokavishkar International E-Journal,http://liirj.org/,2025-06-20 17:37:18
Low Carbon Economy,https://www.scirp.org/journal/lce,2025-06-20 17:37:18
Lubricants,https://www.mdpi.com/journal/lubricants,2025-06-20 17:37:18
LUMEN ET VIRTUS (LEV),https://periodicos.newsciencepubl.com/LEV,2025-06-20 17:37:18
Lymphatics,https://www.mdpi.com/journal/lymphatics,2025-06-20 17:37:18
Machine Learning and Knowledge Extraction,https://www.mdpi.com/journal/make,2025-06-20 17:37:18
Machines,https://www.mdpi.com/journal/machines,2025-06-20 17:37:18
Macromol,https://www.mdpi.com/journal/macromol,2025-06-20 17:37:18
Magnetism,https://www.mdpi.com/journal/magnetism,2025-06-20 17:37:18
Magnetochemistry,https://www.mdpi.com/journal/magnetochemistry,2025-06-20 17:37:18
MAGNT Research Report (BRIS Journal of Advances in Science and Technology)​,http://brisjast.com/,2025-06-20 17:37:18
Malti: International Hindi e-Research Journal (मालती: अंतर्राष्ट्रीय हिंदी इ-शोध),http://www.maltihindijournal.info/,2025-06-20 17:37:18
Management Journal,https://www.sapientiae.com.br/index.php/managementjournal,2025-06-20 17:37:18
Marine Drugs,https://www.mdpi.com/journal/marinedrugs,2025-06-20 17:37:18
Material Design & Processing Communications,https://www.hindawi.com/journals/mdp/,2025-06-20 17:37:18
Material Science Research India,http://www.materialsciencejournal.org/,2025-06-20 17:37:18
Materials,https://www.mdpi.com/journal/materials,2025-06-20 17:37:18
Materials Proceedings *,https://www.mdpi.com/journal/materproc,2025-06-20 17:37:18
Materials Sciences and Applications,https://www.scirp.org/journal/msa,2025-06-20 17:37:18
Mathematical and Computational Applications,https://www.mdpi.com/journal/mca,2025-06-20 17:37:18
Mathematical and Computational Applications (MCA),http://mcajournal.cbu.edu.tr/,2025-06-20 17:37:18
Mathematical Problems in Engineering,https://www.hindawi.com/journals/mpe/,2025-06-20 17:37:18
Mathematics,https://www.mdpi.com/journal/mathematics,2025-06-20 17:37:18
"Mechanics, Materials Science & Engineering Journal (MMSE Journal)",http://mmse.xyz/en/,2025-06-20 17:37:18
"Mechanics, Materials Science & Engineering Journal (MMSE)",https://mmse.xyz/en/,2025-06-20 17:37:18
Mediators of Inflammation,https://www.hindawi.com/journals/mi/,2025-06-20 17:37:18
Medical – Surgical Nursing Journal (MEDSNJ),http://medsnj.com/en/index.html,2025-06-20 17:37:18
Medical Research Archives,http://journals.ke-i.org/index.php/mra,2025-06-20 17:37:18
Medical Sciences,https://www.mdpi.com/journal/medsci,2025-06-20 17:37:18
Medical Sciences Forum *,https://www.mdpi.com/journal/msf,2025-06-20 17:37:18
Medicina,https://www.mdpi.com/journal/medicina,2025-06-20 17:37:18
Medicines,https://www.mdpi.com/journal/medicines,2025-06-20 17:37:18
Medico Research Chronicles,http://www.medrech.com/,2025-06-20 17:37:18
Medicus,https://www.cognitionis.inf.br/index.php/medicus,2025-06-20 17:37:18
Mediterranean Journal of Biosciences (MJB),http://ojs.medjbio.com/index.php/medjbio,2025-06-20 17:37:18
Mediterranean Journal of Chemistry,http://www.medjchem.com/index.php/medjchem/index,2025-06-20 17:37:18
Mediterranean Journal of Modeling & Simulation,https://sites.google.com/site/lesimjms/home,2025-06-20 17:37:18
Mediterranean Journal of Physics,http://ojs.medjphysics.com/index.php/medjphysics,2025-06-20 17:37:18
MedLife Clinics,http://medlifeclinics.org/demo/,2025-06-20 17:37:18
Membranes,https://www.mdpi.com/journal/membranes,2025-06-20 17:37:18
Mental Illness,https://www.hindawi.com/journals/mij/,2025-06-20 17:37:18
Merits,https://www.mdpi.com/journal/merits,2025-06-20 17:37:18
Metabolites,https://www.mdpi.com/journal/metabolites,2025-06-20 17:37:18
Metals,https://www.mdpi.com/journal/metals,2025-06-20 17:37:18
Meteorology,https://www.mdpi.com/journal/meteorology,2025-06-20 17:37:18
Methane,https://www.mdpi.com/journal/methane,2025-06-20 17:37:18
Methods and Protocols,https://www.mdpi.com/journal/mps,2025-06-20 17:37:18
Metrology,https://www.mdpi.com/journal/metrology,2025-06-20 17:37:18
Micro,https://www.mdpi.com/journal/micro,2025-06-20 17:37:18
Microbiology Research,https://www.mdpi.com/journal/microbiolres,2025-06-20 17:37:18
Micromachines,https://www.mdpi.com/journal/micromachines,2025-06-20 17:37:18
Microorganisms,https://www.mdpi.com/journal/microorganisms,2025-06-20 17:37:18
Microplastics,https://www.mdpi.com/journal/microplastics,2025-06-20 17:37:18
Microscopy Research,https://www.scirp.org/journal/mr,2025-06-20 17:37:18
Minerals,https://www.mdpi.com/journal/minerals,2025-06-20 17:37:18
Minimally Invasive Surgery,https://www.hindawi.com/journals/mis/,2025-06-20 17:37:18
Mining,https://www.mdpi.com/journal/mining,2025-06-20 17:37:18
Mintage Journal of Pharmaceutical and Medical Sciences,http://www.mintagejournals.com/,2025-06-20 17:37:18
Mitteilungen Klosterneuburg,http://mitt-klosterneuburg.com/index.html,2025-06-20 17:37:18
Mitteilungen Saechsischer Entomologen (published by James Publications),http://jamespublications.com/Mitteilungen_Saechsischer_Entomologen,2025-06-20 17:37:18
Mobile Information Systems,https://www.hindawi.com/journals/misy/,2025-06-20 17:37:18
Modeling and Numerical Simulation of Material Science,https://www.scirp.org/journal/mnsms,2025-06-20 17:37:18
Modelling,https://www.mdpi.com/journal/modelling,2025-06-20 17:37:18
Modelling and Simulation in Engineering,https://www.hindawi.com/journals/mse/,2025-06-20 17:37:18
Modern Behavioral Science,http://pwriters.com/index.php/mbs/index,2025-06-20 17:37:18
Modern Chemotherapy,https://www.scirp.org/journal/mc,2025-06-20 17:37:18
Modern Economy,https://www.scirp.org/journal/me,2025-06-20 17:37:18
Modern Instrumentation,https://www.scirp.org/journal/mi,2025-06-20 17:37:18
Modern Journal of Language Teaching Methods (MJLTM),http://www.mjltm.com/index.php,2025-06-20 17:37:18
Modern Mechanical Engineering,https://www.scirp.org/journal/mme,2025-06-20 17:37:18
Modern Plastic Surgery,https://www.scirp.org/journal/mps,2025-06-20 17:37:18
Modern Research in Catalysis,https://www.scirp.org/journal/mrc,2025-06-20 17:37:18
Modern Research in Inflammation,https://www.scirp.org/journal/mri,2025-06-20 17:37:18
Molbank,https://www.mdpi.com/journal/molbank,2025-06-20 17:37:18
Molecular Imaging,https://www.hindawi.com/journals/moi/,2025-06-20 17:37:18
Molecules,https://www.mdpi.com/journal/molecules,2025-06-20 17:37:18
Mugla Journal of Science and Technology (Muğla Journal of Science and Technology),http://dergipark.gov.tr/muglajsci,2025-06-20 17:37:18
Multidisciplinary Scientific Reviewer,http://oiirj.org/oiirj/msr/,2025-06-20 17:37:18
Multimodal Technologies and Interaction,https://www.mdpi.com/journal/mti,2025-06-20 17:37:18
Multiple Sclerosis International,https://www.hindawi.com/journals/msi/,2025-06-20 17:37:18
Munis Entomology & Zoology,http://www.munisentzool.org/,2025-06-20 17:37:18
Muscles,https://www.mdpi.com/journal/muscles,2025-06-20 17:37:18
Nanoenergy Advances,https://www.mdpi.com/journal/nanoenergyadv,2025-06-20 17:37:18
Nanomanufacturing,https://www.mdpi.com/journal/nanomanufacturing,2025-06-20 17:37:18
Nanomaterials,https://www.mdpi.com/journal/nanomaterials,2025-06-20 17:37:18
Nanomaterials and Nanotechnology,https://www.hindawi.com/journals/nax/,2025-06-20 17:37:18
NanoWorld Journal (NWJ),http://www.jnanoworld.com/index.php,2025-06-20 17:37:18
National Journal of Basic Medical Sciences,http://njbms.com/,2025-06-20 17:37:18
National Journal of Commerce and Management (NJCM),http://njcm.pratibha-spandan.org/,2025-06-20 17:37:18
National Journal of Community Medicine,http://www.njcmindia.org/home,2025-06-20 17:37:18
National Journal of Medical and Dental Research,http://njmdr.org/,2025-06-20 17:37:18
"National Journal of Physiology, Pharmacy, and Pharmacology",http://www.njppp.com/,2025-06-20 17:37:18
Naturae,https://www.sapientiae.com.br/index.php/naturae,2025-06-20 17:37:18
Natural Resources by SCIRP,https://www.scirp.org/journal/nr,2025-06-20 17:37:18
Natural Resources by Sustenere,https://sustenere.inf.br/index.php/naturalresources,2025-06-20 17:37:18
Natural Science,https://www.scirp.org/journal/ns,2025-06-20 17:37:18
Nature and Conservation,https://sustenere.inf.br/index.php/nature,2025-06-20 17:37:18
NDT,https://www.mdpi.com/journal/ndt,2025-06-20 17:37:18
Network,https://www.mdpi.com/journal/network,2025-06-20 17:37:18
Neural Plasticity,https://www.hindawi.com/journals/np/,2025-06-20 17:37:18
Neuroglia,https://www.mdpi.com/journal/neuroglia,2025-06-20 17:37:18
Neurology International,https://www.mdpi.com/journal/neurolint,2025-06-20 17:37:18
Neurology Research International,https://www.hindawi.com/journals/nri/,2025-06-20 17:37:18
Neuropsychiatry (London) (connection to Longdom),https://www.jneuropsychiatry.org/,2025-06-20 17:37:18
NeuroSci,https://www.mdpi.com/journal/neurosci,2025-06-20 17:37:18
Neuroscience and Medicine,https://www.scirp.org/journal/nm,2025-06-20 17:37:18
New Directions for Child and Adolescent Development,https://www.hindawi.com/journals/cad/,2025-06-20 17:37:18
New Journal of Glass and Ceramics,https://www.scirp.org/journal/njgc,2025-06-20 17:37:18
Nitrogen,https://www.mdpi.com/journal/nitrogen,2025-06-20 17:37:18
Non-Coding RNA,https://www.mdpi.com/journal/ncrna,2025-06-20 17:37:18
North American Journal of Medical Sciences (published by Medknow),http://www.najms.org/,2025-06-20 17:37:18
Norwegian Journal of Development of the International Science,http://www.njd-iscience.com/njdis/,2025-06-20 17:37:18
Nursing and Midwifery Studies (published by Medknow),http://www.nmsjournal.com/,2025-06-20 17:37:18
Nursing Forum,https://www.hindawi.com/journals/nuf/,2025-06-20 17:37:18
Nursing Reports,https://www.mdpi.com/journal/nursrep,2025-06-20 17:37:18
Nursing Research and Practice,https://www.hindawi.com/journals/nrp/,2025-06-20 17:37:18
Nutraceuticals,https://www.mdpi.com/journal/nutraceuticals,2025-06-20 17:37:18
Nutrients,https://www.mdpi.com/journal/nutrients,2025-06-20 17:37:18
Obesities,https://www.mdpi.com/journal/obesities,2025-06-20 17:37:18
Observatorio de La Economía Latinoamericana,https://observatoriolatinoamericano.com/,2025-06-20 17:37:18
Obstetrics and Gynecology International,https://www.hindawi.com/journals/ogi/,2025-06-20 17:37:18
Occupational Diseases and Environmental Medicine,https://www.scirp.org/journal/odem,2025-06-20 17:37:18
Occupational Therapy International,https://www.hindawi.com/journals/oti/,2025-06-20 17:37:18
Oceans,https://www.mdpi.com/journal/oceans,2025-06-20 17:37:18
OIDA International Journal of Sustainable Development,http://www.ontariointernational.org/Publications.html,2025-06-20 17:37:18
Onco,https://www.mdpi.com/journal/onco,2025-06-20 17:37:18
Oncology Reviews,https://www.frontiersin.org/journals/oncology-reviews,2025-06-20 17:37:18
"Oncology, Gastroenterology and Hepatology Reports (published by eManuscript, a publishing division of Phcog.Net)",http://www.oghreports.org/,2025-06-20 17:37:18
Oncoscience,http://www.impactjournals.com/oncoscience/index.php,2025-06-20 17:37:18
Oncotarget,http://www.impactjournals.com/oncotarget/index.php?journal=oncotarget&page=index,2025-06-20 17:37:18
Online International Interdisciplinary Research Journal,http://oiirj.org/oiirj/,2025-06-20 17:37:18
Online Journal of Communication and Media Technologies,http://www.ojcmt.net/,2025-06-20 17:37:18
Online Journal of Library & Information Science (OJLIS),http://ojlis.sel.org.pk/,2025-06-20 17:37:18
Opción (hijacker of a legitimate journal),http://www.scieloopcion.com/,2025-06-20 17:37:18
Open Access Journal of Clinical Images,https://oaskpublishers.com/open-access-journal-of-clinical-images-oajci-home,2025-06-20 17:37:18
Open Access Journal of Pediatrics Research,https://oaskpublishers.com/open-access-journal-of-pediatrics-research-oajpr-home,2025-06-20 17:37:18
Open Access Journal of Science and Technology,http://oajost.com/,2025-06-20 17:37:18
Open Access Library Journal,https://www.scirp.org/journal/oalibj,2025-06-20 17:37:18
Open Journal of Accounting,https://www.scirp.org/journal/ojacct,2025-06-20 17:37:18
Open Journal of Acoustics,https://www.scirp.org/journal/oja,2025-06-20 17:37:18
Open Journal of Air Pollution,https://www.scirp.org/journal/ojap,2025-06-20 17:37:18
Open Journal of Anesthesiology,https://www.scirp.org/journal/ojanes,2025-06-20 17:37:18
Open Journal of Animal Sciences,https://www.scirp.org/journal/ojas,2025-06-20 17:37:18
Open Journal of Antennas and Propagation,https://www.scirp.org/journal/ojapr,2025-06-20 17:37:18
Open Journal of Apoptosis,https://www.scirp.org/journal/OJApo,2025-06-20 17:37:18
Open Journal of Applied Biosensor,https://www.scirp.org/journal/ojab,2025-06-20 17:37:18
Open Journal of Applied Sciences,https://www.scirp.org/journal/ojapps,2025-06-20 17:37:18
Open Journal of Biophysics,https://www.scirp.org/journal/ojbiphy,2025-06-20 17:37:18
Open Journal of Blood Diseases,https://www.scirp.org/journal/ojbd,2025-06-20 17:37:18
Open Journal of Business and Management,https://www.scirp.org/journal/ojbm,2025-06-20 17:37:18
Open Journal of Civil Engineering,https://www.scirp.org/journal/ojce,2025-06-20 17:37:18
Open Journal of Clinical & Medical Case Reports,http://jclinmedcasereports.com/index.html,2025-06-20 17:37:18
Open Journal of Clinical & Medical Sciences,http://jclinmedsciences.com/index.html,2025-06-20 17:37:18
Open Journal of Clinical Diagnostics,https://www.scirp.org/journal/ojcd,2025-06-20 17:37:18
Open Journal of Composite Materials,https://www.scirp.org/journal/ojcm,2025-06-20 17:37:18
Open Journal of Depression,https://www.scirp.org/journal/ojd,2025-06-20 17:37:18
Open Journal of Discrete Mathematics,https://www.scirp.org/journal/ojdm,2025-06-20 17:37:18
Open Journal of Earthquake Research,https://www.scirp.org/journal/ojer,2025-06-20 17:37:18
Open Journal of Ecology,https://www.scirp.org/journal/oje,2025-06-20 17:37:18
Open Journal of Emergency Medicine,https://www.scirp.org/journal/ojem,2025-06-20 17:37:18
Open Journal of Endocrine and Metabolic Diseases,https://www.scirp.org/journal/ojemd,2025-06-20 17:37:18
Open Journal of Energy Efficiency,https://www.scirp.org/journal/ojee,2025-06-20 17:37:18
Open Journal of Epidemiology,https://www.scirp.org/journal/ojepi,2025-06-20 17:37:18
Open Journal of Fluid Dynamics,https://www.scirp.org/journal/ojfd,2025-06-20 17:37:18
Open Journal of Forestry,https://www.scirp.org/journal/ojf,2025-06-20 17:37:18
Open Journal of Gastroenterology,https://www.scirp.org/journal/ojgas/,2025-06-20 17:37:18
Open Journal of Genetics,https://www.scirp.org/journal/ojgen,2025-06-20 17:37:18
Open Journal of Geology,https://www.scirp.org/journal/ojg,2025-06-20 17:37:18
Open Journal of Immunology,https://www.scirp.org/journal/oji,2025-06-20 17:37:18
Open Journal of Inorganic Chemistry,https://www.scirp.org/journal/ojic,2025-06-20 17:37:18
Open Journal of Inorganic Non-metallic Materials,https://www.scirp.org/journal/ojinm,2025-06-20 17:37:18
Open Journal of Internal Medicine,https://www.scirp.org/journal/ojim,2025-06-20 17:37:18
Open Journal of Leadership,https://www.scirp.org/journal/ojl,2025-06-20 17:37:18
Open Journal of Marine Science,https://www.scirp.org/journal/ojms,2025-06-20 17:37:18
Open Journal of Medical Imaging,https://www.scirp.org/journal/ojmi,2025-06-20 17:37:18
Open Journal of Medical Microbiology,https://www.scirp.org/journal/ojmm,2025-06-20 17:37:18
Open Journal of Medical Psychology,https://www.scirp.org/journal/ojmp,2025-06-20 17:37:18
Open Journal of Medicinal Chemistry,https://www.scirp.org/journal/ojmc,2025-06-20 17:37:18
Open Journal of Metal,https://www.scirp.org/journal/ojmetal,2025-06-20 17:37:18
Open Journal of Microphysics,https://www.scirp.org/journal/ojm,2025-06-20 17:37:18
Open Journal of Modelling and Simulation,https://www.scirp.org/journal/ojmsi,2025-06-20 17:37:18
Open Journal of Modern Hydrology,https://www.scirp.org/journal/ojmh,2025-06-20 17:37:18
Open Journal of Modern Linguistics,https://www.scirp.org/journal/ojml/,2025-06-20 17:37:18
Open Journal of Modern Neurosurgery,https://www.scirp.org/journal/ojmn,2025-06-20 17:37:18
Open Journal of Molecular and Integrative Physiology,https://www.scirp.org/journal/ojmip,2025-06-20 17:37:18
Open Journal of Nephrology,https://www.scirp.org/journal/ojneph,2025-06-20 17:37:18
Open Journal of Nursing,https://www.scirp.org/journal/ojn,2025-06-20 17:37:18
Open Journal of Obstetrics and Gynecology,https://www.scirp.org/journal/ojog,2025-06-20 17:37:18
Open Journal of Ophthalmology,https://www.scirp.org/journal/ojoph,2025-06-20 17:37:18
Open Journal of Optimization,https://www.scirp.org/journal/ojop,2025-06-20 17:37:18
Open Journal of Organ Transplant Surgery,https://www.scirp.org/journal/ojots,2025-06-20 17:37:18
Open Journal of Organic Polymer Materials,https://www.scirp.org/journal/ojopm,2025-06-20 17:37:18
Open Journal of Orthopedics,https://www.scirp.org/journal/ojo,2025-06-20 17:37:18
Open Journal of Pathology,https://www.scirp.org/journal/ojpathology,2025-06-20 17:37:18
Open Journal of Pediatrics,https://www.scirp.org/journal/ojped,2025-06-20 17:37:18
Open Journal of Philosophy,https://www.scirp.org/journal/ojpp,2025-06-20 17:37:18
Open Journal of Physical Chemistry,https://www.scirp.org/journal/ojpc,2025-06-20 17:37:18
Open Journal of Political Science,https://www.scirp.org/journal/ojps,2025-06-20 17:37:18
Open Journal of Polymer Chemistry,https://www.scirp.org/journal/ojpchem,2025-06-20 17:37:18
Open Journal of Preventive Medicine,https://www.scirp.org/journal/ojpm,2025-06-20 17:37:18
Open Journal of Psychiatry,https://www.scirp.org/journal/ojpsych,2025-06-20 17:37:18
Open Journal of Radiology,https://www.scirp.org/journal/ojrad,2025-06-20 17:37:18
Open Journal of Regenerative Medicine,https://www.scirp.org/journal/ojrm,2025-06-20 17:37:18
Open Journal of Respiratory Diseases,https://www.scirp.org/journal/ojrd,2025-06-20 17:37:18
Open Journal of Rheumatology and Autoimmune Diseases,https://www.scirp.org/journal/ojra,2025-06-20 17:37:18
Open Journal of Safety Science and Technology,https://www.scirp.org/journal/ojsst,2025-06-20 17:37:18
Open Journal of Social Sciences,https://www.scirp.org/journal/jss,2025-06-20 17:37:18
Open Journal of Soil Science,https://www.scirp.org/journal/ojss,2025-06-20 17:37:18
Open Journal of Statistics,https://www.scirp.org/journal/ojs,2025-06-20 17:37:18
Open Journal of Stomatology,https://www.scirp.org/journal/ojst,2025-06-20 17:37:18
Open Journal of Synthesis Theory and Applications,https://www.scirp.org/journal/ojsta,2025-06-20 17:37:18
Open Journal of Therapy and Rehabilitation,https://www.scirp.org/journal/ojtr,2025-06-20 17:37:18
Open Journal of Thoracic Surgery,https://www.scirp.org/journal/ojts,2025-06-20 17:37:18
Open Journal of Urology,https://www.scirp.org/journal/oju,2025-06-20 17:37:18
Open Journal of Veterinary Medicine,https://www.scirp.org/journal/ojvm,2025-06-20 17:37:18
Open Journal of Yangtze Oil and Gas,https://www.scirp.org/journal/ojogas,2025-06-20 17:37:18
Optics,https://www.mdpi.com/journal/optics,2025-06-20 17:37:18
Optics and Photonics Journal,https://www.scirp.org/journal/opj,2025-06-20 17:37:18
Oral,https://www.mdpi.com/journal/oral,2025-06-20 17:37:18
Organics,https://www.mdpi.com/journal/organics,2025-06-20 17:37:18
Organoids,https://www.mdpi.com/journal/organoids,2025-06-20 17:37:18
Oriental Journal of Chemistry,http://www.orientjchem.org/,2025-06-20 17:37:18
Oriental Journal of Computer Science and Technology,http://www.computerscijournal.org/,2025-06-20 17:37:18
Osteology,https://www.mdpi.com/journal/osteology,2025-06-20 17:37:18
Oxidative Medicine and Cellular Longevity,https://www.hindawi.com/journals/omcl/,2025-06-20 17:37:18
Oxygen,https://www.mdpi.com/journal/oxygen,2025-06-20 17:37:18
Paideuma Journal of Research (also here) (hijacker of a legitimate journal),http://paideumajournal.com/,2025-06-20 17:37:18
Pain Research and Management,https://www.hindawi.com/journals/prm/,2025-06-20 17:37:18
Pain Studies and Treatment,https://www.scirp.org/journal/pst,2025-06-20 17:37:18
Pakistan Journal of Criminology,https://www.pjcriminology.com/,2025-06-20 17:37:18
Palma Journal,http://www.palmajournal.org/,2025-06-20 17:37:18
Parasitologia,https://www.mdpi.com/journal/parasitologia,2025-06-20 17:37:18
Paripex Indian Journal of Research (PIJR),http://worldwidejournals.com/paripex/,2025-06-20 17:37:18
Parkinson’s Disease,https://www.hindawi.com/journals/pd/,2025-06-20 17:37:18
Particles,https://www.mdpi.com/journal/particles,2025-06-20 17:37:18
Path of Science (Traektoriâ Nauki),http://pathofscience.org/index.php/ps,2025-06-20 17:37:18
Pathogens,https://www.mdpi.com/journal/pathogens,2025-06-20 17:37:18
Pathophysiology,https://www.mdpi.com/journal/pathophysiology,2025-06-20 17:37:18
Pattern Recognition in Physics,http://www.pattern-recognition-in-physics.com/,2025-06-20 17:37:18
Pediatric Diabetes,https://www.hindawi.com/journals/pedi/,2025-06-20 17:37:18
Pediatric Reports,https://www.mdpi.com/journal/pediatrrep,2025-06-20 17:37:18
People’s Journal of Scientific Research,http://www.pjsr.org/Home.html,2025-06-20 17:37:18
Perspectives in Psychiatric Care,https://www.hindawi.com/journals/ppc/,2025-06-20 17:37:18
Pharma Innovation,http://www.thepharmajournal.com/,2025-06-20 17:37:18
Pharmaceutical and Biological Evaluations,http://www.onlinepbe.com/index.php/PBE/index,2025-06-20 17:37:18
Pharmaceuticals,https://www.mdpi.com/journal/pharmaceuticals,2025-06-20 17:37:18
Pharmaceutics,https://www.mdpi.com/journal/pharmaceutics,2025-06-20 17:37:18
Pharmacie Globale: International Journal of Comprehensive Pharmacy (IJCP),http://pharmacie-globale.info/,2025-06-20 17:37:18
Pharmacoepidemiology,https://www.mdpi.com/journal/pharmacoepidemiology,2025-06-20 17:37:18
Pharmacognosy Magazine (published by Phcog.Net),http://www.phcog.com/,2025-06-20 17:37:18
Pharmacognosy Research (published by Medknow),http://www.phcogres.com/,2025-06-20 17:37:18
Pharmacognosy Reviews (published by Phcog.Net),http://www.phcogrev.com/,2025-06-20 17:37:18
Pharmacognosy: Journal of Pharmacognosy and Phytochemistry,http://www.phytojournal.com/,2025-06-20 17:37:18
Pharmacologia,http://pharmacologia.com/,2025-06-20 17:37:18
